photo,titre_zh,mots_cles_zh
27141263,紫色花瓣的微距诗意,"自然, 焦外虚化, 绿色, 花, 植物, 微距, 情感, 紫色, 花瓣, 诗歌, 微距照片"
27141266,夏日蓝天下的路灯剪影,"户外, 背景, 夏天, 白色, 对比, 蓝色, 天空, 云, 漏光, 季节, 路灯柱"
27141270,樱桃番茄花的微距诗意,"自然, 焦外虚化, 绿色, 花, 植物, 微距, 情感, 花瓣, 诗歌, 微距照片"
27141271,金属质感的光影纹理,"纹理, 金属, 焦外虚化, 影子, 反叛者"
27141272,灰石裂纹的天然纹理,"纹理, 焦外虚化, 石头, 灰色, 反叛者, 清澈, 裂缝, 龟裂"
27141503,夜空中皎洁的月色,"自然, 背景, 白色, 蓝色, 天空, 破旧, 夜晚, 天文学, 傍晚, 发光体, 月亮"
27488882,日式餐厅里的寿司拼盘,"寿司, 蓝色, 椅子, 餐厅, 桌子, 饮料, 亚洲, 啤酒, 小龙虾, 油炸食品, 烈酒, 日本"
27488883,红光摇曳的演唱会瞬间,"演唱会, 抽象, 派对, 动感, 扭曲, 红灯, 人群, 音乐, 抽象艺术, 幸福, 舞台"
27520517,天线划过蓝天的几何诗意,"白色, 对比, 蓝色, 天空, 云朵, 自由, 现代, 诗意的, 线条, 天线, 阴影, 矩形"
27520518,面包与黄油的静物艺术,"抽象, 艺术, 静物, 艺术品, 面包, 黄油"
27531658,繁星如纱的银河夜空,"天空, 自由, 夜晚, 文物, 天文学, 宇宙, 长曝光, 天体, 太空, 繁星, 银河, 占星术"
27585488,猫咪 Plum 的温馨肖像,"肖像, 焦外虚化, 动物, 猫, 房子, 自然的, 温暖, 猫科动物, 舒适, 毛皮, 家居"
27588523,古董金表机芯特写,"黄色, 古代, 变焦, 天气, 金色, 手表, 19世纪, 钟表, 钟表机械, 齿轮, 红宝石"
27588524,古董金表机芯特写之二,"黄色, 古代, 变焦, 天气, 金色, 手表, 19世纪, 钟表, 钟表机械, 齿轮, 红宝石"
27681005,大西洋的金色夕照,"自然, 背景, 水, 蓝色, 黄色, 太阳, 橙色, 天际线, 海洋, 色调, 细微差别"
29136736,黑白光影下的飞鸟,"自然, 城市, 动物, 鸟, 黑白动物"
29136737,颗粒质感的月球天文影像,"复古, 黑色, 夜晚, 天文学, 颗粒感, 天文, 发光体, 天体摄影, 天文艺术, 天体物理学, 月球天文"
29136738,一丛紫罗兰的绽放,"自然, 焦外虚化, 肖像, 花, 植物, 紫色, 蔬菜, 花苞, 帅气, 唯美壁纸"
29136739,紫罗兰的娇美绽放,"自然, 焦外虚化, 肖像, 花, 植物, 紫色, 蔬菜, 花苞, 帅气, 唯美壁纸"
29136740,对称构图里的蓟花,"自然, 焦外虚化, 肖像, 花, 植物, 对称, 蔬菜, 花苞, 帅气"
29136741,蜂巢造型的现代建筑,"建筑, 现代, 重复图案, 玻璃窗, 混凝土, 蜂巢"
29136742,红色花蕾的对称之美,"自然, 焦外虚化, 肖像, 花, 植物, 红色, 对称, 蔬菜, 花苞"
29136743,粉白相间的花蕾肖像,"自然, 焦外虚化, 肖像, 花, 白色, 植物, 粉色, 对称, 蔬菜, 花苞"
29136745,对称构图下的花卉肖像,"自然, 肖像, 花, 植物, 对称, 蔬菜, 花苞, 帅气, 唯美壁纸"
29136746,沼泽水道上的小船,"小船, 自然, 肖像, 植物, 旅游, 对称, 沼泽, 蔬菜, 冒险, 船"
29136747,黑白光影下的骏马,"自然, 复古, 动物, 农场, 马, 黑白艺术, 吃草, 帅气"
29136748,农场里吃草的骏马,"自然, 动物, 农场, 马, 吃草, 帅气"
29136749,金黄色的天然地毯,"背景, 植物, 黄色, 图案, 重复图案, 概览, 地毯, 干燥"
29136750,紫罗兰的柔美绽放,"自然, 焦外虚化, 肖像, 花, 植物, 紫色, 对称, 蔬菜, 花苞"
29136751,通向森林深处的邀请,"自然, 树, 背景, 木头, 森林, 蔬菜, 冒险, 发现, 概览"
29136752,沼泽间的静谧水路,"自然, 树, 肖像, 植物, 旅游, 对称, 沼泽, 蔬菜, 冒险, 船"
29136905,Airais 沼泽的静谧光影,"自然, 绿色, 背景, 水, 漏光, 沼泽, 画框, 请柬, 概览, 舒缓"
29136978,黄色直升机的紧急救援,"直升机, 黄色, 变焦, 运动, 动作, 飞行, 援助, 照顾者, 紧急情况, 干预, 螺旋桨"
29169887,蓝天下的葡萄藤园,"自然, 木头, 蓝天, 草地, 传统, 栅栏, 藤蔓, 葡萄酒, 舒缓"
29169888,列车窗外的古老教堂,"火车, 建筑, 石头, 夏天, 旅游, 教堂, 复古, 古代, 光线, 信仰, 夏日风情"
29169889,湛蓝天空下的古老钟楼,"树, 石头, 蓝色, 天空, 现代, 路灯柱, 温暖, 强烈, 时钟, 小时, 钟"
29169890,夏日阳光下的古老教堂,"建筑, 石头, 夏天, 旅游, 教堂, 复古, 古代, 光线, 信仰, 夏日风情, 酒吧"
29169891,奥贝奈小镇的古朴石屋,"建筑, 石头, 复古, 木头, 古代, 酒吧, 阳台, 餐厅, 微凉, 住所, 东方"
29170673,缤纷细腻的色彩背景,"自然, 绿色, 花, 白色, 生活, 红色, 情感, 现代, 颜色, 图案, 多彩, 精细"
29170674,去饱和的树林质感,"树, 背景, 木头, 去饱和"
29170688,神秘古朴的私人宅邸,"白色, 漏光, 建筑, 信仰, 自然的, 游客, 积极的, 神秘的, 自然色彩"
29170689,石阶与根系间的探索之旅,"旅行, 自然, 树, 石头, 绿色, 漏光, 树叶, 探索, 地球, 台阶, 根, 邂逅"
29170691,苔藓覆盖的岩石光影,"自然, 树, 石头, 绿色, 背景, 漏光, 探索, 树枝, 地球, 苔藓, 台阶"
29170692,石阶上的青苔光影,"自然, 树, 石头, 绿色, 背景, 漏光, 探索, 地球, 苔藓, 台阶"
29170694,堆叠石块间的自然光影,"自然, 树, 石头, 绿色, 背景, 对比, 黄色, 漏光, 探索, 地球, 苔藓"
29170695,石阶苔藓的自然画卷,"自然, 树, 石头, 绿色, 背景, 探索, 地球, 苔藓, 台阶, 旅行"
29170696,苔痕石阶的自然构图,"自然, 树, 石头, 绿色, 背景, 探索, 地球, 苔藓, 台阶, 旅行"
29170697,缤纷绚烂的花坛图案,"自然, 绿色, 花, 白色, 生活, 红色, 自由, 情感, 紫色, 现代, 颜色, 图案"
29188524,木板上的奶酪拼盘,"木头, 钢铁, 入口, 奶酪, 刀, 一餐, 木板, 水牛马苏里拉奶酪, 砧板, 马苏里拉奶酪"
29188525,香甜诱人的苹果挞,"苹果, 水果挞, 厨房, 糖, 甜点"
29360492,孚日糖果的缤纷特写,"背景, 色彩, 糖, 糖果, 脸颊, 甜品, 甜品艺术, 细节特写, 节日气氛, 多彩背景, 树脂"
29435831,都市猫咪的叛逆神情,"肖像, 城市, 猫, 可爱动物, 猫科动物, 可爱, 冷色调, 家畜, 反叛者, 闹钟"
29630257,十二月的圣诞夜晚,"树木, 夜晚, 圣诞节, 微凉, 花环, 魔法, 庆典艺术, 冷空气, 十二月"
29654799,亚洲风味的意面时光,"意大利面, 厨房, 食物, 亚洲, 中式筷子, 筷子, 意面碗"
29654800,餐桌上的生蚝开胃菜,"厨房, 入口, 桌子, 开胃酒, 稻草, 鸡尾酒吧, 鸡尾酒, 牡蛎, 盐"
29835361,圣诞马槽里的静谧微光,"极简, 派对, 装饰, 圣诞节, 基督教, 耶稣, 蜡烛, 耶稣诞生场景, 流星"
29926168,圣诞氛围里的猫咪,"猫, 光线, 派对, 喜悦, 装饰, 圣诞节, 构图, 沟通, 冷杉, 礼物, 流行, 蝴蝶结"
30755522,木板上的法式腊肠拼盘,"香肠, 木头, 几何, 构图, 开胃酒, 欧皮纳折叠刀, 熟食拼盘, 橄榄树, 木板, 刀刃, 午餐, 肉"
30908349,苔痕斑驳的远古菊石化石,"绿色, 古代, 苔藓, 考古, 化石, 软体动物, 岩石, 唯美壁纸"
30908350,春日花开正盛,"花, 春天氛围, 放松"
30957681,厨房里专注的猫咪,"猫, 厨房, 可爱动物, 长曝光, 可爱, 专注, 萌宠"
30957682,安哥拉猫的玩耍时光,"猫, 可爱动物, 长曝光, 安哥拉, 回力球, 放松"
31285711,复古木桌上的美味披萨,"披萨, 蓝色, 复古, 木头, 奶酪, 分割, 刀, 欧皮纳折叠刀, 橄榄树, 培根, 适合家庭"
31514836,独自归来的白鸽,"白色, 动物, 市场, 鸽子, 单个, 白色翅膀, 羽翼"
31514837,尼奥尔中央市场的钢构与玻璃,"树, 石头, 路灯柱, 市场, 钢铁, 玻璃, 前院, 中央市场"
31514838,粉色玫瑰花瓣特写,"粉色, 自然的, 花瓣, 特写, 玫瑰, 花开, 精致, 美丽, 自然, 花, 植物, 纹理"
31514839,市场上鸽子的相遇,"动物, 市场, 鸽子, 几个"
31514840,绿意盎然的春日花毯,"自然, 焦外虚化, 绿色, 花朵, 生活, 树枝, 效果, 含苞待放, 春天氛围, 风格化, 放松"
31514841,棕色球果的自然微距,"自然, 绿色, 变焦, 树枝, 棕色, 冷杉球果, 植物微距, 壁纸, 放松"
31514842,独自漫步的白翼鸽,"动物, 市场, 鸽子, 单个, 白色翅膀"
31514843,白石立柱间的自然光影,"自然, 树, 建筑, 石头, 白色, 柱子"
31514844,紫色花海铺成的地毯,"自然, 焦外虚化, 花朵, 生活, 粉色, 紫色, 树枝, 效果, 含苞待放, 春天氛围, 风格化, 放松"
31514846,Port Boinot 的老建筑与雕塑艺术,"建筑, 艺术, 柱头, 字体设计, 水塔"
31514847,河畔长椅上的相遇,"自然, 树, 水, 河流, 情侣, 邂逅, 长椅, 眼镜"
31514848,晨光中的古老教堂,"建筑, 石头, 教堂, 树枝"
31514849,破碎光影里的教堂春景,"焦外虚化, 建筑, 石头, 花朵, 教堂, 树枝, 效果, 含苞待放, 春天氛围, 风格化, 防雨装备, 破碎"
31514850,白色花朵的春日气息,"自然, 焦外虚化, 花朵, 白色, 生活, 树枝, 效果, 含苞待放, 春天氛围, 风格化, 放松"
31640851,红外镜头下的粉色世界,"粉色, 建筑, 生活, 汽车, 道路, 红外, 阴郁天空"
31641251,红外街拍里的城市幽灵,"树, 城市, 运动, 女人, 智能手机, 红外, 公交车, 手机, 路人, 公交站, 石板, 头盔"
31641577,红外镜头下的型格少年,"太阳, 粉色, 派对, 炎热, 卷发, 胡子, 红外, 夹克, 表圈, 冷色调, 课堂, 卷曲"
31838328,教堂建筑的柔和颗粒质感,"建筑, 教堂, 细微差别, 噪点, 柔和色调"
31999682,金色黄昏下的梦幻花园小径,"花朵, 夏天, 花园, 自然的, 街道, 墙壁, 小路, 请柬, 通道, 黄金时刻, 橙色天空"
31999683,巨大教堂的震撼变形视角,"建筑, 教堂, 红色, 信仰, 巨大, 变形"
31999687,神气十足的鸽子王子,"自然, 绿色, 鸽子, 摆拍, 幸运, 机会, 皇家, 壮丽"
32053231,昂热圣莫里斯大教堂的罗马式建筑,"法国, 建筑, 城市, 大教堂, 昂热, 罗马式复兴建筑, 圣莫里斯大教堂, 石头, 户外, 欧洲, 遗产, 地标"
32127342,自信闪耀，整装待发,"变焦, 珠宝, 动感, 手表, iPhone, 自信, 电影院, 可爱的姿势, 激励人心的, 耀眼"
32419034,加尼耶市政厅的白石立面,"加尼耶, 法国, 建筑, 石头, 白色, 立面, 市政厅, 细微差别, 雕塑艺术"
32419037,沼泽水面映出的生命之镜,"自然, 法国, 绿色, 生活, 河流, 树枝, 破旧, 镜头光晕, 沼泽, 沉思, 镜子"
32419038,夏日绽放的花期,"自然, 绿色, 肖像, 花, 夏天, 生活, 橙色, 破旧"
32419041,一个微笑,"焦外虚化, 肖像, 镜头光晕, 微笑, 胡子, 表圈, 公山羊, 魅力"
32419042,夏日花开的微距特写,"变焦, 焦外虚化, 花, 微距, 生活, 橙色, 破旧, 花期, 开花, 孵化"
32419045,法国运河水闸的宁静倒影,"自然, 法国, 绿色, 生活, 河流, 树枝, 破旧, 镜头光晕, 沼泽, 沉思, 水闸, 镜子"
32419048,斑斓色彩的抽象派对,"抽象, 派对, 椅子, 多彩的, 杂色的"
32419049,鸽子踌躇的瞬间,"肖像, 动物, 鸽子, 隐喻"
32419405,灰白石阶纹理特写,"石头, 背景, 白色, 对比, 纹理, 台阶, 灰色"
32419406,隐匿在绿植中的路灯,"绿色, 绿植, 路灯柱, 隐藏"
32419407,公园长椅上的静谧休憩,"自然, 公园, 背部, 颗粒感, 放松, 简约, 和平"
32419408,白色花卉纹样的生死对比,"自然, 花, 背景, 白色, 对比, 生死"
32419410,黑白影像里的欢声笑语,"黑白, 摄影, 喜悦, 一起, 大笑, 摄影图像"
32419411,夏日草地的自然虚化,"自然, 背景, 夏天, 纹理, 草地, 炎热, 模糊, 背景虚化"
32419412,黑白光影里的两个身影,"石头, 黑白, 动作, 帽子, 男人们, 两个, 瓷砖"
32419413,蓝调水面抽象光影,"背景, 水, 对比, 纹理, 蓝色, 漏光, 抽象, 破旧, 镜头光晕, 黑色, 模糊"
32419414,一起奔跑的伙伴们,"蓝色, 公园, 运动, 活动, 努力, 球衣, 停车场, 跑步者"
32419498,从桥上眺望教堂,"树, 建筑, 教堂, 信仰, 去饱和, 晴朗午后, 传统教堂"
32419525,教堂修缮的红外影像,"树, 建筑, 教堂, 红色, 粉色, 信仰, 红外, 红外摄影"
32429183,一束树叶的光影层次,"自然, 绿色, 背景, 对比, 黑色, 叶子, 细微差别"
32429184,绿叶交错的几何之美,"自然, 焦外虚化, 绿色, 花, 背景, 白色, 对比, 几何, 喜悦, 叶子"
32429185,公园里宽广的爱恋,"男人, 公园, 女人, 孤独, 爱, 棕色, 情侣, 智能手机, 隐喻, 沟通, 棕发"
32429186,生活丛林里的独处片刻,"自然, 绿色, 公园, 孤立, 女人, 休息, 椅子, 单个, 智能手机, 野生"
32429188,虚化绿意中的梦幻花境,"自然, 焦外虚化, 绿色, 花, 背景, 白色, 对比, 喜悦, 叶子, 细微差别"
32429189,藤蔓缠绕的死胡同石径,"绿色, 扭曲, 死胡同, 攀缘植物, 石板"
32429190,石墙间的红色极简木门,"石头, 红色, 门, 极简建筑, 手腕"
32429191,法式露台上惬意的微笑时光,"法国, 微笑, 喜悦, 露台, 玻璃, 珠宝, 手表, 项链, 放松"
32429192,公园里的情侣与沟通隐喻,"男人, 公园, 女人, 孤独, 爱, 棕色, 情侣, 智能手机, 隐喻, 沟通, 棕发"
32429264,街头巷道中的蓝色木门,"建筑, 对比, 街道, 阳台, 构图, 鲜艳色彩, 城市生活, 人行通道"
32429265,虚化背景中的白色紫罗兰,"自然, 焦外虚化, 绿色, 花, 背景, 白色, 对比, 喜悦, 叶子, 细微差别"
32429266,绿叶花朵的微距地平线,"自然, 绿色, 花, 背景, 叶子, 细微差别, 微距细节"
32429267,怀旧复古的纪念肖像,"肖像, 纪念品, 复古, 微笑, 怀旧"
32429268,虚化市场景象的发展隐喻,"焦外虚化, 市场, 隐喻, 发展, 动力"
32429293,法式露台藤编座椅的极简之美,"背景, 法国, 咖啡, 极简, 图案, 酒吧, 椅子, 露台, 棋盘格, 藤编, 放松"
32429294,露台上安静读书的女子,"法国, 生活方式, 咖啡, 女人, 酒吧, 椅子, 露台, 法式风格, 表圈, 回放, 书"
32429295,巴黎酒吧露台的胜利隐喻,"法国, 酒吧, 露台, 珠宝, 巴黎, 隐喻, 象征, 公文包, 足球"
32429296,贝雷帽下的法式露台生活,"贝雷帽, 法国, 生活方式, 咖啡, 酒吧, 香烟, 露台, 珠宝, 法式风格, 金色"
32429297,复古怀旧的微笑肖像,"肖像, 纪念品, 复古, 微笑, 怀旧"
32544433,六月露台上悠闲的咖啡时光,"夏天, 咖啡, 女人, 椅子, 露台, 回放, 用户友好, 层次, 蒙太奇, 放松"
32920014,印刷厂油墨色彩纹理,"背景, 纹理, 色彩, 效果, 墨水, 印刷厂"
33035626,调色板与工具静物,"调色板, 塑料薄膜, 斧头, 书"
33035627,蒙帕纳斯大厦旁的地铁站,"地铁, 大都市, 蒙帕纳斯大厦"
33035628,巴黎奥斯曼风格建筑,"奥斯曼风格, 巴黎, 城市, 住宅, 奥斯曼建筑"
33035634,巴黎蒙帕纳斯大厦的压迫感,"法国, 建筑, 纪念碑, 巴黎, 压迫感"
33035635,埃菲尔铁塔的经典风采,"塔, 埃菲尔铁塔, 法国, 建筑, 复古, 纪念碑, 巨大, 钢铁, 树, 遗产, 云"
33035637,法式石柱与古典雕塑,"柱子, 法国, 古代雕塑, 剑"
33035638,耶稣基督古典雕塑,"耶稣, 古代雕塑, 基督"
33035639,赫拉女神古典雕塑,"赫拉, 古代雕塑, 女神"
33035642,巴黎摩天大楼直插云霄,"云朵, 巴黎, 多云天空, 摩天大楼, 法国, 建筑, 欧洲, 地标, 法国建筑, 城市景观, 对称"
33035645,卢浮宫前探索的喜悦笑容,"女人, 法国, 美丽, 探索, 人群, 卢浮宫, 眼镜, 博物馆"
33035647,教堂内虔诚的弥撒时刻,"大教堂, 信仰, 大教堂建筑, 弥撒, 神父, 祈祷, 彩色玻璃窗"
33035648,长发女子的城市背影,"背影, 城市, 女人, 几何, 瓷砖, 长发, 发圈, 长袍, 包"
33035651,巴黎圆亭咖啡馆露台,"圆亭, 餐厅, 巴黎, 咖啡馆露台, 积极生活方式, 客户, 服务员"
33035652,RER 城铁疾驰的速度感,"大都市, 火车, 地铁, 模糊, 运动, RER B线, 公共交通, 速度"
33035654,夏日盛开的紫罗兰,"紫罗兰, 炎热, 夏天, 花朵, 白色, 和平, 诗歌"
33035657,虚化背景中的自然叶影,"自然, 背景, 焦外虚化, 树叶, 现代, 自然的, 演示"
33035658,木与叶间的自然诗意,"木头, 树叶, 自然, 放松, 光, 自然光, 诗意的"
33035659,苔藓木纹背景特写,"纹理, 木头, 背景, 4K, 苔藓"
33035660,夏日户外的粉色心形花,"自然, 炎热, 夏天, 花, 户外"
33035661,夏日绿荫环绕的尼奥尔大教堂,"建筑, 夏天, 绿植, 大教堂, 尼奥尔, 尼奥尔大教堂, 自然, 法国, 树木, 石头, 户外, 欧洲"
33035693,地铁站黄色几何墙面,"黄色, 墙, 大都市, 背景, 放松, 地铁, 城市, 几何, 壁纸, 线条"
33035694,地铁站里的时钟与时光,"焦外虚化, 富士胶片, 大都市, 地铁, 木头, 孚日山脉, 嗨, 柔和, f/1.4, 时间, 时钟, 天气"
33035888,巴黎露台，灯笼下的悠闲阅读,"巴黎, 放松, 咖啡馆露台, 阅读, 亚洲餐厅, 灯光, 灯笼, 灯具"
33036031,海滨步道的光斑与静谧,"海滨步道, 自然, 放松, 光, 光斑, 小路, 光晕"
33036165,夏日紫罗兰独具诗意,"花朵, 炎热, 夏天, 白色, 和平, 诗歌, 紫罗兰, 独特"
33036167,虚化树叶的自然背景,"自然, 背景, 焦外虚化, 树叶, 现代, 自然的, 演示"
33036184,夏日紫罗兰的静谧诗意,"紫罗兰, 炎热, 夏天, 花朵, 白色, 和平, 诗歌"
33185094,木质背景前的自拍与猫,"自拍, 自然, 木头, 猫, 自然的, 灰色, 几何线条"
33834555,紫色漏光中的女子背影,"自然, 绿色, 花, 漏光, 紫色, 镜头光晕, 女人, 背部, 表圈, 秀发, 松果"
34197247,法式聚会后的熟食拼盘,"法国, 派对, 欧皮纳折叠刀, 熟食拼盘, 遗迹, 锋利的刀"
34340147,复古胶片质感的森林木栈道,"石头, 复古, 木头, 森林, 木栈道, 颗粒感, 胶片摄影, 图像学, 资源"
34342112,泛光灯下的人体艺术剪影,"自然, 泛光灯, 人体模特"
34342113,欧式引水渠与水闸风景,"自然, 水, 风景, 桥, 欧洲, 引水渠, 水闸"
34342114,引水渠畔的法式传统,"法国, 石头, 肖像, 黄色, 引水渠, 林地, 暖色调, 放松"
34342115,秋日树叶渐褪的色彩,"自然, 树, 背景, 树叶, 秋天, 季节, 插画风格, 镰刀"
34342116,老树桩的生命印记,"树, 肖像, 木头, 根, 树桩"
34342117,水闸的几何线条之美,"焦外虚化, 几何, 钢铁, 水闸"
34342118,秋叶铺就的自然背景,"自然, 背景, 树叶, 秋天, 季节, 插画风格, 镰刀"
34342120,绿树倒影，微眩光晕,"自然, 树, 绿色, 镜头光晕, 眩晕, 忧虑"
34342121,溪水边的梦幻树影,"自然, 树, 水"
34342124,水闸旁长椅上的静坐时光,"旅游, 漏光, 休息, 长椅, 水闸, 例外, 耀眼, 令人印象深刻"
34342125,自然与人类，光影中的隐喻,"自然, 法国, 镜头光晕, 汽车, 柔和光线, 人类, 强光, 关系, 视觉隐喻"
34342126,法国引水渠的传统之美,"法国, 石头, 肖像, 黄色, 引水渠, 林地, 暖色调, 放松"
34342127,自然倒影的微距细节,"自然, 背景, 情感, 强烈, 微距细节, 倒影"
34342128,树影水流间的自然河岸,"自然, 树木, 水, 生活, 破旧, 水流, 海岸"
34342129,自然河岸边的石砌台阶,"自然, 石头, 台阶"
34342130,秋叶轮回，四季更替,"自然, 背景, 树叶, 秋天, 季节, 插画风格, 镰刀"
34342131,枝影交错间的耀眼水岸,"树枝, 自然, 树木, 水, 生活, 破旧, 镜头光晕, 水流, 引人入胜, 海岸, 耀眼"
34342132,卷发男子的金色背影,"男人, 天际线, 金色, 背部, 卷发, 凝视, 背影男子"
34342133,金色天际下凝望的背影,"男人, 天际线, 金色, 背部, 卷发, 凝视, 背影男子"
34342134,虚化背景中的摄影师,"焦外虚化, 男人, 摄影师, 动作, 夹克, 佳能EOS 5D, 尼康"
34342135,摄影师整理夹克的瞬间,"焦外虚化, 男人, 摄影师, 动作, 夹克, 佳能EOS 5D, 尼康"
34342136,水岸树影的自然肖像,"自然, 树木, 水, 生活, 树叶, 破旧, 镜头光晕, 树枝, 水流, 引人入胜, 海岸, 前景"
34342137,林地暖色调中的树枝与石头,"树枝, 法国, 石头, 肖像, 黄色, 引水渠, 林地, 暖色调, 放松"
34342138,背光中的摄影师剪影,"法国, 焦外虚化, 肖像, 男人, 光线, 天际线, 摄影师, 金色, 背部, 蓬松, 卷发, 胡子"
34342139,金色光线下男子的回眸一瞥,"法国, 焦外虚化, 肖像, 男人, 光线, 天际线, 微笑, 金色, 蓬松, 卷发, 胡子, 引人入胜"
34342140,卷发胡须男子的爽朗笑容,"法国, 焦外虚化, 肖像, 男人, 光线, 天际线, 微笑, 金色, 背部, 蓬松, 卷发, 胡子"
34342141,法国石砌引水渠的沧桑之美,"自然, 法国, 石头, 引水渠, 真实, 插画风格, 标志性"
34342142,森林深处的自然光束,"旅游, 漏光, 森林, 休息, 例外, 浅色, 耀眼, 令人印象深刻"
34342144,法国的繁茂热带花园,"热带, 法国, 鲜艳色彩, 闪烁, 繁茂, 棕榈树"
34342145,森林中耀眼的光影沐浴,"旅游, 漏光, 森林, 休息, 例外, 浅色, 耀眼, 令人印象深刻"
34342146,古桥黑白影像，枯枝相映,"石头, 对比, 复古, 古代, 桥, 树枝, 黑白艺术"
34342148,石头质感纹理特写,"纹理, 石头, 对比, 颗粒感, 高清"
34342149,秋叶环绕的黑白空船，静谧湖面,"黑白, 树叶, 秋天, 湖泊, 划艇, 平静, 忧郁, 自然, 树木, 户外, 水"
34342150,锈迹斑斑的废弃建筑,"古代, 钢铁, 铁, 投降, 废弃建筑, 铁锈"
34342151,苔藓石间，水流轻漾,"石头, 水, 树叶, 苔藓, 海浪, 水流, 放松, 和平"
34342152,引水渠与村庄剪影,"建筑, 肖像, 引水渠"
34342153,金色光影下的石拱引水渠,"树, 建筑, 石头, 肖像, 树叶, 桥, 引水渠, 金色"
34342360,秋叶纹理的细致解剖,"秋天, 叶子, 解剖, 对比"
34354413,落叶间被遗弃的小船,"树叶, 小船, 投降, 不祥的"
34354417,黑白肖像，镜头光晕微笑瞬间,"肖像, 黑白, 变焦, 镜头光晕, 摄影, 微笑, 摄影师, 富士胶片, 腾龙, 洛特省"
34354418,黑白肖像，富士胶片质感,"肖像, 黑白, 变焦, 摄影, 摄影师, 富士胶片, 腾龙"
34354420,洛特省黑白肖像摄影瞬间,"肖像, 黑白, 变焦, 镜头光晕, 摄影, 微笑, 摄影师, 富士胶片, 腾龙, 洛特省"
34354421,黑白公园树木与海堤,"自然, 树木, 黑白, 花园, 公园, 壁垒, 海堤"
34354423,洛特省黑白肖像，镜头光晕微笑,"肖像, 黑白, 变焦, 镜头光晕, 摄影, 微笑, 摄影师, 富士胶片, 腾龙, 洛特省"
34354424,尼奥尔秋色公园，远眺大教堂,"公园, 秋天, 大教堂, 尼奥尔, 如画的, 自然, 法国, 树木, 建筑, 户外, 欧洲, 风景"
34354427,情侣自拍，甜蜜眨眼瞬间,"男人, 微笑, 女人, 爱, 情侣, 浪漫的, 开心, 金发, 自拍, 蓝眼睛, 棕色眼睛, 眨眼"
34354428,情侣甜蜜自拍，浪漫时刻,"男人, 微笑, 女人, 爱, 情侣, 浪漫的, 开心, 金发, 自拍, 蓝眼睛, 棕色眼睛"
34408224,法国街道，三色旗飘扬的复古氛围,"法国, 街道, 三色旗, 角砾岩, 龙, 复古氛围"
34408656,秋雨中的自然美景,"秋日氛围, 雨, 自然的, 主题, 美丽"
34491966,红外胶片下的划艇风情,"色彩, 红外, 胶片摄影, 红外摄影, 运动, 异域风情, 划艇"
34500328,黑白森林中的河畔僻静小屋,"黑白, 房子, 河流, 森林, 僻静, 郁郁葱葱, 自然, 树木, 建筑, 户外, 水, 风景"
34500331,傍晚灯光下的工厂,"傍晚, 发光, 生产"
34500332,黑白拱门下的汽车与骑行者,"黑白, 历史, 汽车, 拱门, 骑行者, 历史拱门, 建筑, 户外, 对比, 纹理, 城市, 单色"
34500333,摄影师调整相机手动设置,"树, 摄影师, 拍摄角度, 格子衬衫, 手动设置"
34500334,公园里朋友聚会，手机与纸牌,"公园, 玻璃, 分割, 男人们, 群体, 朋友, 聚会, 野餐区, 放松"
34500335,阳光下的绿叶背景,"自然, 绿色, 背景, 树叶, 自然背景"
34500336,绿叶铺就的自然背景,"自然, 绿色, 背景, 树叶, 自然背景"
34500337,自然中裸露的树根,"自然, 根, 切碎"
34500347,红瓦屋顶纹理背景,"红瓦屋顶, 瓷砖图案"
34500348,石缝中生机盎然的绿植,"自然, 石头, 绿色, 生活, 根, 帅气"
34500350,绿意中的木桥栈道，金色点缀,"自然, 绿色, 桥, 木栈道, 金色点缀"
34500351,杂草丛生的路灯与灯塔,"自然, 路灯柱, 灯塔, 杂草丛生"
34500354,蓝天下的干邑市政厅,"花园, 蓝天, 市政厅, 共和国, 白石"
34500384,干邑历史市政厅，国旗与花园相映,"法国, 花园, 蓝天, 旗帜, 法国国旗, 市政厅, 干邑, 干邑市政厅, 建筑, 户外, 花朵, 欧洲"
34500385,花园长椅上的静憩,"花园, 运动, 模糊, 坐在长椅上"
34500386,干邑市政厅花园一角,"花园, 蓝天, 市政厅, 共和国, 白石"
34500387,露台咖啡座上的法国国旗,"法国, 肖像, 旗帜, 咖啡, 共和国, 法兰西共和国, 露台"
34500388,干邑市政厅，蓝天白石,"花园, 蓝天, 市政厅, 共和国, 白石"
34500393,彩旗飘扬的道路施工现场,"色彩, 派对, 道路施工, 三角旗, 花盆, 印度餐厅, 吊舱"
34500394,法国国旗下的咖啡露台,"法国, 肖像, 旗帜, 咖啡, 共和国, 法兰西共和国, 露台"
34500395,法式露台上的肖像,"肖像, 法国, 旗帜, 咖啡, 共和国, 法兰西共和国, 露台"
34500396,法兰西共和国的旗帜,"法国, 旗帜, 共和国, 法兰西共和国"
34500397,教堂神圣的彩色玻璃窗,"建筑, 背景, 教堂, 彩色玻璃窗, 神圣"
34500398,皮革座椅，启程上路,"旅行, 车辆, 皮革"
34500399,背包上路，平静的离去背影,"蓬松, 背包, 帽子, 内心平静, 忙碌中, 离去背影, 和平"
34500400,极简建筑的笔直线条,"建筑, 背景, 素雅, 极简建筑, 凹槽"
