photo,lien,titre,mots_cles
29654801,https://www.pexels.com/photo/29654801/,"Plated duck breast with mushrooms, crumble and parsnip purée","duck breast, plated dish, mushrooms, crumble, vegetable purée, sauce, main course, gourmet, fine dining, french cuisine, restaurant, ceramic plate, food, meal, dinner, close-up, red tablecloth, food photography, red, white"
29169886,https://www.pexels.com/photo/29169886/,Vineyard rows with tall grass under a blue sky in late light,"vineyard, grapevines, vine rows, vine leaves, tall grass, wooden stakes, viticulture, wine region, agriculture, countryside, rural landscape, blue sky, contrails, evening light, nature, summer, green, blue, wine, tradition"
27141523,https://www.pexels.com/photo/27141523/,Close-up of a white bindweed flower with soft green bokeh,"bindweed, white flower, trumpet flower, petals, pistil, stamens, macro, close-up, bokeh, soft focus, wildflower, leaves, flower, nature, summer, white, green, yellow, delicate, background"
27141522,https://www.pexels.com/photo/27141522/,Dense variegated shrub foliage in muted green tones,"variegated leaves, shrub, foliage, leaves, branches, hedge, dense vegetation, greenery, garden, plant, texture, pattern, full frame, natural background, nature, summer, muted tones, green, fujifilm, background"
27016845,https://www.pexels.com/photo/27016845/,Dense green leaves of young maize plants in a summer field,"corn leaves, maize, corn field, young corn, crop, agriculture, farm field, cereal crop, leaves, plant, pattern, texture, sunlight, countryside, rural, nature, summer, green, full frame, background"
26775591,https://www.pexels.com/photo/26775591/,Sunset over a street under roadworks lined with old stone houses,"sunset, street under construction, roadworks, construction barriers, stone houses, facades, street, parked car, sun, clouds, golden hour, vanishing point, perspective, hdr, urban, town, evening, sky, orange, blue"
26775590,https://www.pexels.com/photo/26775590/,Blazing orange sunset at the end of a town street,"sunset, orange sky, town street, sun, row houses, street, roadworks, parked car, street lamp, golden hour, backlight, haze, urban, town, evening, summer, sky, warm light, orange, red"
26598926,https://www.pexels.com/photo/26598926/,Sunbeams through dramatic clouds above a church spire,"church spire, sunbeams, crepuscular rays, cumulus clouds, dramatic sky, cloudscape, clouds, blue sky, church, bell tower, cross, trees, village, sky, light, atmosphere, weather, blue, white, background"
19059640,https://www.pexels.com/photo/19059640/,Blossoming abelia branches in front of red wooden fence posts,"abelia, abelia flowers, white flowers, flowering shrub, blossom, branch, leaves, red fence, fence posts, garden, shallow depth of field, bokeh, flowers, plant, nature, summer, green, red, white, botany"
19059639,https://www.pexels.com/photo/19059639/,Spruce branch with hanging pine cones above a terracotta tile roof,"spruce cones, pine cones, spruce, conifer, evergreen, branch, needles, terracotta roof tiles, roof, ivy, white sky, negative space, minimalist, tree, nature, botany, green, high key, copy space, background"
19059623,https://www.pexels.com/photo/19059623/,Man in a suit riding an outdoor escalator in black and white,"escalator, outdoor escalator, man in suit, man, stairs, bicycle, bicycle wheel, high angle view, diagonal lines, urban, city life, street photography, passer-by, trees, concrete, architecture, black and white, monochrome, vintage, everyday life"
19047680,https://www.pexels.com/photo/19047680/,Women walking past a stone wall below a church spire,"women walking, passers-by, headscarves, church spire, slate roofs, stone wall, stone houses, van, steps, old town, street scene, motion, people, women, everyday life, street, architecture, city, vertical, france"
18964815,https://www.pexels.com/photo/18964815/,Facade and belfry of Poitiers city hall with flags under stormy sky,"poitiers city hall, city hall, belfry, clock, sculptures, lion statues, facade, windows, flags, cloudy skies, cream colour, landmark, architecture, heritage, poitiers, vienne, new aquitaine, france, vertical, travel"
16592454,https://www.pexels.com/photo/16592454/,Abstract light trails over blurred people in motion at night,"light trails, light painting, intentional camera movement, motion blur, neon colors, colorful lines, blurred people, abstract, abstract expressionism, experimental, human, human art, light, night, long exposure, party, multicolor, dark background, abstract background, phone wallpaper"
16510834,https://www.pexels.com/photo/16510834/,Tabby cat sleeping in a pile of clothes on a blue T-shirt,"tabby cat, sleepy cat, cat, resting cat, pile of clothes, laundry, blue t-shirt, sweaters, wardrobe, sleep, beautiful animal, domestic cat, pet, feline, animal, cozy, home, funny, desaturated, indoor"
11041007,https://www.pexels.com/photo/11041007/,Blocky video game figurine in a diamond helmet holding a candy pack,"blocky figurine, video game character, diamond helmet, pixel art, candy, candy pack, sugar, treat, toy, miniature figure, collectible, video games, gaming, wooden floor, rug, colorful, fun, indoor, still life, blue"
11039264,https://www.pexels.com/photo/11039264/,Laughing Buddha statue holding a gold ingot before a Christmas tree,"laughing buddha, buddha statue, statue, buddha, gold ingot, prayer beads, smile, sculpture, christmas tree, christmas, christmas shopping, bokeh, decoration, prosperity, luck, spirituality, asian culture, close-up, still life, grey"
11017570,https://www.pexels.com/photo/11017570/,Handmade sock snowman before a Moroccan citrus crate with sun logo,"sock snowman, handmade, diy craft, snowman, fruit crate, citrus crate, sun logo, product of morocco, cardboard, window, windowsill, sun, agriculture, wool, art, winter, toy, still life, indoor, white"
10959904,https://www.pexels.com/photo/10959904/,Lit candle with yellow wax in a frosted glass jar,"lit candle, candle, flame, wick, yellow wax, candle jar, frosted glass, candlelight, dark background, low light, warm light, cozy, relaxation, meditation, evening, home, still life, yellow, close-up, night"
10879440,https://www.pexels.com/photo/10879440/,Rummy tile number 11 standing on a wooden table,"rummy tile, number 11, game tile, orange number, board game, parlor games, wooden table, wood grain, bokeh, shallow depth of field, tabletop, game night, leisure, family, number, white, orange, close-up, still life, indoor"
10879428,https://www.pexels.com/photo/10879428/,White duvet on a bed in front of grey curtains,"white duvet, quilt, bedding, bed, sheets, grey curtains, curtain, drapes, smartphone, phone, bedroom, lazy morning, rest, cozy, home, interior, soft, shallow depth of field, white, lifestyle"
10815633,https://www.pexels.com/photo/10815633/,Close-up of face-down white game tiles with embossed logos,"game tiles, face-down tiles, embossed logo, rummy, board game, parlor games, game pieces, pattern, grid, repetition, white, white background, minimalist, texture, shallow depth of field, close-up, leisure, abstract, background, still life"
10815620,https://www.pexels.com/photo/10815620/,Tabby and white cat sitting on a balcony by a white chair,"tabby and white cat, cat, sitting cat, white chair, metal chair, balcony, terrace, green eyes, whiskers, fur, domestic cat, pet, feline, animal, outdoor, cat portrait, vertical, brown, cute, summer"
10804000,https://www.pexels.com/photo/10804000/,River weir under a wooden footbridge beside an old mill,"weir, waterfall, wooden footbridge, footbridge, old mill, stone wall, river, flowing water, long exposure, stairs, railing, trees, heritage, architecture, water, summer, town, nature, france, travel"
10767076,https://www.pexels.com/photo/10767076/,Old stone arch bridge over a small river in a limestone town,"stone bridge, arch bridge, small river, water lilies, limestone buildings, facades, balcony, footpath, old town, river, bridge, water, architecture, heritage, cloudy sky, city, small town, summer, france, travel"
10757956,https://www.pexels.com/photo/10757956/,Bare trees lining a residential street with tiled roofs in winter,"bare trees, tree-lined street, residential street, houses, tiled roofs, gate, tv antenna, branches, overcast sky, winter, suburb, street, house, tree, city, neighborhood, grey sky, low angle, france, architecture"
10745565,https://www.pexels.com/photo/10745565/,Dry brown leaves on grass and gravel seen from above,"dry leaves, dead leaves, brown leaves, leaf, grass, gravel, ground, top view, flat lay, autumn, texture, green background, natural background, soil, plants, green, brown, still life, nature, outdoor"
10714439,https://www.pexels.com/photo/10714439/,Large teddy bear on a wooden bench with plush toys and cushion,"teddy bear, giant teddy bear, soft toys, cuddly toy, cushion, wooden bench, bench, lounge, window, bear, childhood, cozy, home, interior, nostalgia, toy, still life, monochrome, black and white, black and white background"
10699313,https://www.pexels.com/photo/10699313/,Black and white portrait of a curious tabby cat,"tabby cat, cat portrait, curiosity, cat face, whiskers, eyes, ears, domestic cat, pet, cat, feline, animal, indoor, shallow depth of field, close-up, cute, home, monochrome, black and white, grey"
10688244,https://www.pexels.com/photo/10688244/,Close-up of a wisteria flower resting on amethyst crystals,"wisteria flower, amethyst, crystals, stone, gemstone, petals, flower, plant, purple, lavender color, mineral, wire mesh, close-up, macro, spring, delicate, still life, dark background, nature, texture"
10683520,https://www.pexels.com/photo/10683520/,"Christmas decoration with red gingham bow, holly berries and gold tinsel","christmas decoration, gingham bow, red ribbon, holly berries, holly, rattan ball, gold tinsel, bauble, christmas tree, christmas, holiday season, festive, decoration, red, gold, green, close-up, still life, winter, celebration"
10669795,https://www.pexels.com/photo/10669795/,Portrait of a tabby cat staring at the camera with bokeh,"tabby cat, cat portrait, cat face, whiskers, ears, eyes, stare, domestic cat, pet, cat, bokeh, shallow depth of field, indoor, brown, yellow, cute, feline, animal, close-up, home"
10659494,https://www.pexels.com/photo/10659494/,Lake reflecting a cloudy sky with fallen leaves on the shore,"lake, lakeside, mirror effect, reflection, cloudy sky, clouds, fallen leaves, tree branches, forest, hills, calm water, autumn, overcast, blue, pink, tranquil, landscape, water, nature, france"
10652212,https://www.pexels.com/photo/10652212/,Angler fishing on a green riverbank lined with tall trees,"angler, fisherman, fishing, fishing rod, river bank, river, reflection, tall trees, grass, vegetation, green background, summer, leisure, countryside, water, calm, man, nature, green, france"
10652195,https://www.pexels.com/photo/10652195/,Gnarled knees of a bald cypress on a riverbank,"cypress knees, bald cypress, roots, gnarled wood, tree stump, exposed roots, river bank, river, flowing water, leaves, bark, texture, wood, park, summer, tree, water, nature, france, outdoor"
10644439,https://www.pexels.com/photo/10644439/,Model sailing ship trapped in pack ice under blue light,"model ship, sailing ship, three-masted ship, pack ice, icebergs, diorama, polar expedition, exhibition, museum, blue light, blue, light blue, blue background, ice, cold, arctic, ship, water, mockup, adventure"
10644428,https://www.pexels.com/photo/10644428/,Old concrete steps with dead leaves and sun flare near a building,"concrete steps, stairs, outdoor staircase, handrail, dead leaves, sun flare, lens flare, sun, backlight, building, greenery, beautiful sunset, hdr, bright, neighborhood, street, autumn, wide angle, city, france"
10634288,https://www.pexels.com/photo/10634288/,Ivy-covered tree trunk among lush vegetation on a riverbank,"tree trunk, ivy, lush vegetation, undergrowth, leaves, river bank, river, green tree, grove, summer, green background, beauty in nature, wild, wide angle, tree, forest, vertical, green, nature, france"
10634272,https://www.pexels.com/photo/10634272/,Slices of country terrine with gherkins and beet sprouts on a plate,"country terrine, pâté, gherkins, beet sprouts, balsamic glaze, onion confit, white plate, starter, charcuterie, french cuisine, restaurant, kitchen, meal, gastronomy, food photography, plated dish, food, france, close-up, lunch"
10625741,https://www.pexels.com/photo/10625741/,Crispy brick pastry parcel on a mixed salad with beet sprouts,"brick pastry, crispy parcel, mixed salad, red lettuce, beet sprouts, cherry tomato, starter, white plate, restaurant, french cuisine, meal, lunch, gastronomy, food photography, plated dish, table, food, france, close-up, green"
10618206,https://www.pexels.com/photo/10618206/,"Concrete road bridge reflected in a calm river, black and white","under the bridge, concrete bridge, bridge pillars, graffiti, reflection, calm water, river, river bank, trees, houses, urban, infrastructure, bridge, water, high contrast, dark, monochrome, black and white, architecture, france"
10606945,https://www.pexels.com/photo/10606945/,Clear light bulb with purple flowers seen through a wire mesh,"light bulb, clear glass bulb, filament, purple flowers, wisteria, wire mesh, lamp, led, flower, purple, lavender color, pastel, dreamy, soft light, reflection, creative, garden, still life, vertical, background"
10597431,https://www.pexels.com/photo/10597431/,Close-up of pink red valerian flowers in bloom,"red valerian, centranthus, pink flowers, petals, flower cluster, beautiful flower, blooming, close-up, macro, pink, pink background, magenta, garden, spring, flora, botany, nature, floral background, vertical, phone wallpaper"
10591398,https://www.pexels.com/photo/10591398/,Blond man in profile beside a weeping willow in a park,"blond man, profile, hoodie, young man, weeping willow, park, trees, lawn, man, blonde, pensive, outdoor portrait, portrait, person, autumn, nature, monochrome, black and white, black and white background, lifestyle"
10581933,https://www.pexels.com/photo/10581933/,Ferris wheel of the Christmas market in front of Poitiers city hall,"ferris wheel, christmas market, city hall, poitiers, place du maréchal-leclerc, funfair, market stalls, crowd, bare trees, winter, christmas, architecture, town square, new aquitaine, france, city, desaturated, monochrome, black and white, travel"
10572711,https://www.pexels.com/photo/10572711/,Red and green ivy climbing a stone wall along a road,"ivy, climbing plants, virginia creeper, stone wall, red leaves, green leaves, road, sidewalk, railing, golden light, golden sunset, autumn, plants, street, urban nature, wall texture, background, colorful, france, hdr"
10565065,https://www.pexels.com/photo/10565065/,Bouquet of withered roses in a glass vase in black and white,"withered roses, dried flowers, roses, flower bouquet, glass vase, dead leaves, birdcage, kitchen, melancholy, decay, memory, vanitas, still life, flowers, interior, vertical, monochrome, black and white, grey, mood"
10556139,https://www.pexels.com/photo/10556139/,Video game elf hero figurine with sword and shield among pine cones,"figurine, video game character, elf hero, sword and shield, pine cones, collectible, toy, video games, gaming, adventure, fantasy, product shot, staged, bokeh, shallow depth of field, wooden table, green, yellow, still life, indoor"
10556063,https://www.pexels.com/photo/10556063/,Purple loosestrife in bloom on a riverbank under a cloudy summer sky,"purple loosestrife, wildflower, purple flowers, river bank, river, reflection, marsh, grass, trees, cloudy sky, blue sky, summer, beautiful flower, beauty of nature, countryside, water, france, landscape, nature, green"
10543529,https://www.pexels.com/photo/10543529/,Top of a Christmas tree with red tinsel and fairy lights,"christmas tree top, red tinsel, fairy lights, clear bauble, garlands, bauble, artificial fir, christmas decoration, christmas atmosphere, christmas, holiday season, festive, white wall, copy space, winter, green, red, still life, indoor, celebration"
10535821,https://www.pexels.com/photo/10535821/,Wicker basket of walnuts with masked people in a courtyard,"wicker basket, walnuts, nutshell, basket of nuts, wooden table, face masks, people, courtyard, market stall, autumn harvest, street scene, everyday life, pandemic, food, france, monochrome, black and white, documentary, wide angle, texture"
10535792,https://www.pexels.com/photo/10535792/,Carved wooden cuckoo clock with a bird and pine cone weights,"cuckoo clock, wall clock, carved wood, wood carving, black forest clock, bird, leaves, pine cone weights, chains, roman numerals, clock face, antique, craft, time, hour, textured wall, white wall, vintage, decoration, vertical"
10524140,https://www.pexels.com/photo/10524140/,Rustic rock arch over a park path in a romantic garden,"rock arch, stone arch, rockwork, grotto, rustic bridge, park path, romantic garden, landscape garden, trees, bamboo, fallen leaves, autumn, overexposed, high key, light effect, contrast, park, nature, garden, france"
10524139,https://www.pexels.com/photo/10524139/,Bald cypress trunk and knees on a riverbank,"bald cypress, cypress knees, tree trunk, tree roots, riverbank, river, drooping branches, green foliage, calm water, reflections, tree, bark, park, nature, landscape, summer, peaceful, outdoors, france, green"
10515562,https://www.pexels.com/photo/10515562/,Sunlit riverbank with trees and fallen leaves in late summer,"riverbank, river, trees, fallen leaves, sunlight, dappled light, calm water, reflections, green trees, foliage, late summer, autumn, woodland, peaceful, nature, landscape, outdoors, park, france, green"
10504042,https://www.pexels.com/photo/10504042/,Ivy leaves in the foreground of a sunlit lawn and greenhouse,"ivy, ivy leaves, greenhouse, glasshouse, lawn, green grass, tree, backlight, sunlight, sun, park, botanical garden, open space, garden, summer, green, low angle, nature, outdoors, france"
10486478,https://www.pexels.com/photo/10486478/,White car parked by recycling bins under autumn trees,"white car, parked car, compact car, recycling bins, glass recycling bank, waste container, trash, curb, street, autumn trees, autumn leaves, green trees, urban, roadside, recycling, environment, everyday, green background, france, sidewalk"
10473138,https://www.pexels.com/photo/10473138/,Deserted narrow shopping street at night with cobblestones and lamps,"night street, narrow street, pedestrian street, deserted street, cobblestones, street lamps, shop fronts, stone buildings, old town, alleyway, old street, perspective, night, dark background, empty, city centre, urban, moody, france, travel"
10459984,https://www.pexels.com/photo/10459984/,Profile of a tabby and white cat resting with closed eyes,"tabby cat, tabby and white cat, cat profile, closed eyes, resting cat, restful, relaxed, calm, cat, whiskers, ears, fur, balcony railing, dark background, pet, animal, portrait, close-up, domestic cat, feline"
10452966,https://www.pexels.com/photo/10452966/,Rusty iron gate before a dark building with a concrete staircase,"iron gate, rusty gate, metal bars, barrier, concrete staircase, stairs, abandoned building, dark background, shadows, wooden beams, industrial, prison, enclosed, gritty, moody, low key, architecture, texture, urban, vertical"
10443099,https://www.pexels.com/photo/10443099/,Gothic Notre-Dame church with a bright sun flare on a town square,"gothic church, notre dame, church, bell tower, sun flare, backlight, light effect, stained glass windows, gothic style, facade, town square, old town, christianity, heritage, architecture, religion, hdr, pink sky, france, travel"
10431296,https://www.pexels.com/photo/10431296/,Miniature Big Ben model with a harp and red London bus toy,"big ben model, big ben, miniature, harp, london bus, double decker bus, red bus, toy, scale model, souvenir, british, england, london, attic room, desk, still life, decoration, collection, interior, travel"
10418605,https://www.pexels.com/photo/10418605/,Sun rays bursting through storm clouds over town rooftops at sunset,"sun rays, sunbeams, crepuscular rays, storm clouds, dramatic sky, sunset, rooftops, town, cityscape, panorama, city centre, blue sky, golden hour, autumn, trees, houses, hdr, france, landscape, sky"
10405558,https://www.pexels.com/photo/10405558/,Ginger kitten creeping through tall dry grass,"ginger kitten, ginger cat, orange cat, kitten, cat, tall grass, dry grass, hiding, stalking, creeping, green eyes, pet, animal, wildlife, nature, outdoors, panoramic, cute, feline, green"
10394847,https://www.pexels.com/photo/10394847/,Close-up of purple violets on a glowing light bulb,"violets, purple flowers, light bulb, glowing bulb, glass, reflection, wire mesh, purple, mauve, close-up, macro, still life, light, glow, flower, spring, decoration, abstract, backgrounds, pastel"
10384181,https://www.pexels.com/photo/10384181/,Glowing bulb lamp with violets beside a fairy figurine and pine cones,"fairy figurine, fairy, angel wings, light bulb, bulb lamp, wire mesh lamp, violets, pine cones, figurine, stone, decoration, interior, still life, warm light, dim light, cozy, home decor, dark background, lamp, whimsical"
10375506,https://www.pexels.com/photo/10375506/,Loquat tree in a front garden under a stormy sky,"loquat tree, loquat, evergreen tree, front garden, garden, lawn, flower pot, flowers, fence, parked car, house, stormy sky, dark clouds, power lines, green leaves, tree, suburb, hdr, vertical, france"
10369144,https://www.pexels.com/photo/10369144/,"Plate of golden caramelized canelés, a French pastry from Bordeaux","canele, caneles, canele de bordeaux, french pastry, caramelized crust, small cakes, pastry, plate, white plate, dessert, sweet, baking, golden, french food, cake, food, homemade, close-up, food photography, france"
10368253,https://www.pexels.com/photo/10368253/,Low-angle view of a tabby cat walking on a residential street,"tabby cat, walking cat, low angle, worm's eye view, cat, giant perspective, residential street, parked cars, houses, street lamp, power lines, cloudy sky, asphalt, pet, animal, funny, outdoors, suburb, france, perspective"
10365716,https://www.pexels.com/photo/10365716/,White snow-in-summer flowers in a dark moody close-up,"snow in summer, cerastium, white flowers, petals, stems, flower buds, dark background, low key, moody, desaturated, close-up, flower, flowering, spring flower, spring, nature, garden, botany, plant, macro"
10355479,https://www.pexels.com/photo/10355479/,Tabby cat with green eyes sitting on asphalt,"tabby cat, green eyes, cat portrait, cat, whiskers, striped fur, sitting cat, asphalt, pavement, looking away, domestic cat, pet, animal, close-up, panoramic, outdoors, street, grey, cute, feline"
10355467,https://www.pexels.com/photo/10355467/,Pedestrian crossing a street corner with a curved modern building,"pedestrian, street corner, crosswalk, traffic light, curved building, modern building, glass facade, cars, motion blur, shop window, city street, town centre, urban, street photography, pastel, hdr, city life, architecture, france, cityscape"
10347221,https://www.pexels.com/photo/10347221/,Row of political books and a Grup Yorum album on a shelf,"books, bookshelf, book spines, political books, grup yorum, music album, shelf, bookmark, collection of books, reading, literature, paperbacks, politics, still life, interior, red, white, wood, home, culture"
10347211,https://www.pexels.com/photo/10347211/,Stone buildings and slate rooftops with chimneys under dramatic clouds,"rooftops, slate roof, chimneys, stone buildings, limestone, wrought iron fence, street lamp, parked cars, old town, dramatic clouds, blue sky, cityscape, facades, street, town, architecture, urban, hdr, france, travel"
10327809,https://www.pexels.com/photo/10327809/,Poitiers city hall with its clock tower under a deep blue sky,"poitiers city hall, slate roof, city hall, dormer windows, clock tower, facade, place du marechal leclerc, square, pedestrians, french flags, deep blue sky, clouds, poitiers, vienne, nouvelle-aquitaine, france, architecture, heritage, landmark, travel"
10310851,https://www.pexels.com/photo/10310851/,Wooden pontoon and small boat on a calm river reflecting clouds,"wooden pontoon, jetty, moored boat, barque, rowing boat, river, calm water, cloud reflections, reflections, trees, marsh, marshland, riverbank, green, summer, nature, landscape, peaceful, france, water"
10303311,https://www.pexels.com/photo/10303311/,Calm canal lined with lush trees under a cloudy sky,"canal, calm water, riverside, marsh, marshland, trees, tree trunk, lush foliage, reflections, cloudy sky, green, waterway, nature, landscape, summer, peaceful, outdoors, vertical, france, water"
10292593,https://www.pexels.com/photo/10292593/,Winding white gravel path through green trees in the marshland,"winding path, footpath, gravel path, country path, marsh, marshland, wooden fence, poplar trees, trees, green grass, greenery, walk, hiking, nature, summer, countryside, landscape, outdoors, vertical, france"
10281697,https://www.pexels.com/photo/10281697/,White hedge bindweed flower among green leaves,"hedge bindweed, bindweed, calystegia sepium, white flower, trumpet flower, morning glory, petals, green leaves, foliage, wildflower, climbing plant, flower, close-up, flowering, green, white, summer, nature, garden, plant"
10273090,https://www.pexels.com/photo/10273090/,Small weir with cascading water under a metal footbridge,"weir, small dam, cascade, waterfall, flowing water, white water, footbridge, metal railing, river, stream, stones, trees, greenery, long exposure, nature, water, park, summer, france, landscape"
10260382,https://www.pexels.com/photo/10260382/,Ginger cat running along a gravel path under a railway bridge,"ginger cat, cat running, running cat, cat, gravel path, footpath, railway bridge, iron bridge, grass, stone wall, graffiti, wide angle, perspective, pet, animal, outdoors, green, moody, france, urban"
10249058,https://www.pexels.com/photo/10249058/,Pink sacred lotus flower in bloom among lotus seed pods and leaves,"sacred lotus, lotus flower, pink lotus, nelumbo nucifera, lotus seed pod, lotus leaves, bloom, petals, water plant, aquatic plant, botanical garden, flower, lotus pond, green leaves, pink, summer, nature, garden, botany, plant"
10220497,https://www.pexels.com/photo/10220497/,Clear shallow river with a footbridge and tree reflections,"clear water, shallow river, river, riverbank, footbridge, reflections, trees, green foliage, stones, pebbles, calm water, transparent water, summer, nature, landscape, peaceful, outdoors, green, france, freshwater"
10199772,https://www.pexels.com/photo/10199772/,Ivy-covered old house with wooden shutters and a woman sitting outside,"ivy covered house, ivy, climbing plants, old house, stone facade, wooden shutters, windows, balcony, dirt path, woman, sitting, striped top, countryside, rustic, village, french house, architecture, greenery, summer, france"
10187660,https://www.pexels.com/photo/10187660/,Single airplane contrail across a clear blue sky with wispy clouds,"airplane contrail, contrail, vapor trail, jet trail, blue sky, wispy clouds, cirrus clouds, diagonal line, airplane, aviation, flight, sky, clear sky, minimalism, negative space, copy space, backgrounds, blue, daytime, nature"
10187589,https://www.pexels.com/photo/10187589/,Steep stone staircase in a narrow alley beside an old wall,"stone staircase, stairs, handrail, narrow alley, alleyway, old wall, stone wall, rusty grille, old street, passage, drainpipe, greenery, perspective, old town, urban, architecture, texture, moody, france, travel"
10187432,https://www.pexels.com/photo/10187432/,Traditional flat-bottomed boats moored along a canal in the Marais Poitevin,"marais poitevin, flat bottomed boats, barques, moored boats, canal, sevre niortaise, boat trip, quay, village houses, riverbank, sunlight reflections, clouds, summer, green venice, poitou, nouvelle-aquitaine, france, tourism, travel, water"
10187408,https://www.pexels.com/photo/10187408/,Riverside promenade along the Sèvre Niortaise with Notre-Dame spire in Niort,"sevre niortaise, niort, notre dame church, church spire, riverside promenade, quay, river, iron railing, cobblestone walkway, footbridge, reflections, cloudy sky, town, deux-sevres, nouvelle-aquitaine, france, architecture, cityscape, travel, urban"
10187396,https://www.pexels.com/photo/10187396/,Crossing aircraft contrails in a blue sky above a town square,"contrails, airplane contrails, vapor trails, crossing lines, blue sky, town square, trees, building facade, dormer windows, slate roof, silhouette, evening light, sky, airplane, aviation, town, chimneys, france, tv antennas, backgrounds"
8297886,https://www.pexels.com/photo/8297886/,Disused railway tracks overgrown with grass under a cloudy evening sky,"disused railway, railway tracks, abandoned railway, overgrown tracks, freight wagons, rail yard, railway line, catenary pole, grass, weeds, cloudy sky, evening, dramatic sky, moody, desaturated, train, rail transport, countryside, france, transport"
6858270,https://www.pexels.com/photo/6858270/,Ham and cheese baguette sandwich on a grey ceramic plate,"ham and cheese sandwich, baguette sandwich, jambon beurre, ham, cheese, baguette, crusty bread, sandwich, grey plate, ceramic plate, lunch, snack, table, french food, food, meal, bread, close-up, food photography, france"
