photo,lien,titre,mots_cles
39359761,https://www.pexels.com/photo/39359761/,Long exposure blur of a votive lamp on an ornate carved reredos,"camino de santiago, pyrenees atlantiques, france, votive lamp, reredos, carved altar, diamond lattice, long exposure, motion blur, abstract, devotional, pilgrimage, blue light, warm glow, church interior, intentional camera movement, religious art, catholic church, pilgrim church"
39359762,https://www.pexels.com/photo/39359762/,Christ statue in a stone alcove above yellow flowers on the Camino de Santiago,"camino de santiago, france, christ statue, stone alcove, religious sculpture, vaulted ceiling, yellow flowers, wildflowers, church, devotional, pilgrimage, inscription, sacred heart, stone archway, spiritual, pilgrim church, catholic church, architecture, garden"
39359763,https://www.pexels.com/photo/39359763/,Votive lamp and carved altar panel viewed through a dim archway,"camino de santiago, france, votive lamp, altar, carved panel, church interior, motion blur, dark, abstract, devotional, pilgrimage, blue tones, silhouette, architecture detail, pilgrim church, catholic church, long exposure, mysterious, ambient light"
39359764,https://www.pexels.com/photo/39359764/,Blurred view of a baroque gilded altarpiece in a French church,"camino de santiago, france, baroque altarpiece, gilded, altar, religious painting, saint, church interior, motion blur, devotional, pilgrimage, gold, ornate, ecclesiastical art, pilgrim church, catholic church, blue light, tabernacle, sacred art"
39359765,https://www.pexels.com/photo/39359765/,Abstract blurred light through twin windows in a dark church nave,"camino de santiago, france, abstract, motion blur, church interior, dark, contemplative, windows, minimalism, moody, long exposure, pilgrimage, devotional, spiritual, meditation, low light, silhouette, pilgrim church, ambient light"
39359766,https://www.pexels.com/photo/39359766/,Baroque altarpiece glowing between sunlit windows in a church,"camino de santiago, france, baroque altarpiece, gilded, church interior, religious painting, saint, windows, pilgrimage, devotional, ecclesiastical architecture, ornate, sacred art, pilgrim church, catholic church, stone walls, sunlight, apse, sanctuary"
39363486,https://www.pexels.com/photo/39363486/,Abstract light trails from candle flames in a dark French church,"candle flames, light trails, long exposure, light painting, abstract, orange light, motion blur, church, france, pyrenees atlantiques, night photography, warm tones, spiritual, devotional, memorial candles, votive candles, fire, glow, mysterious"
39363487,https://www.pexels.com/photo/39363487/,Several memorial candles glowing softly in a dark French chapel,"memorial candles, votive candle, candlelight, dark, contemplation, church, chapel, france, pyrenees atlantiques, remembrance, vigil, low light, warm glow, spiritual, devotional, night photography, quiet, solemn, flame"
39376206,https://www.pexels.com/photo/39376206/,Bronze winged liberty statue holding a broken chain in Bordeaux,"bordeaux, france, gironde, monument aux girondins, liberty statue, victory statue, bronze sculpture, winged figure, broken chain, laurel wreath, blue sky, low angle, landmark, historic monument, public art, sculpture detail, close up, sunny day, french heritage"
39386272,https://www.pexels.com/photo/39386272/,"Horses and cherub statues in the Girondins fountain, Bordeaux","bordeaux, france, gironde, monument aux girondins, fountain, bronze statues, horse sculpture, cherub, water spray, public square, landmark, historic monument, stone pedestal, sculpture group, french heritage, summer day, blue sky, civic monument, allegorical figures"
39386273,https://www.pexels.com/photo/39386273/,"Laurel-crowned bronze figure rising from the Girondins fountain, Bordeaux","bordeaux, france, gironde, monument aux girondins, fountain, bronze statue, laurel wreath, olive branch, allegorical figure, water spray, sculpture, landmark, historic monument, public square, french heritage, summer day, close up, classical sculpture, civic monument"
39423923,https://www.pexels.com/photo/39423923/,"Black and white view of terraced stone walls in Irun, Spain","irun, gipuzkoa, euskadi, basque country, spain, black and white, monochrome, stone wall, terraced walls, retaining wall, street scene, urban landscape, fire hydrant, architecture, iron railing, trees, modern building, city street, minimalist"
39423924,https://www.pexels.com/photo/39423924/,Pink apartment building with a Basque lauburu symbol in Irun,"irun, gipuzkoa, euskadi, basque country, spain, lauburu, basque symbol, apartment building, pink facade, residential architecture, stone steps, street lamp, balconies, urban, town, architecture detail, spain travel, basque culture, quiet street"
39434689,https://www.pexels.com/photo/39434689/,Overhead view of a mossy creek among rocks in Basque country,"creek, stream, gipuzkoa, euskadi, basque country, spain, rocks, aquatic plants, moss, nature, overhead view, macro, muddy, green, water, forest floor, close up, natural texture, wilderness"
39434690,https://www.pexels.com/photo/39434690/,Man in a baseball cap and sunglasses with bokeh background,"man, portrait, baseball cap, sunglasses, bokeh, street photography, candid, blurred background, summer, sunny day, urban, lifestyle, young man, beard, casual style, outdoor portrait, modern building, city, clear sky"
39434691,https://www.pexels.com/photo/39434691/,"Cyclist passing a weathered green door in Irun, Spain","irun, gipuzkoa, euskadi, basque country, spain, cyclist, bicycle, green door, weathered door, architecture, street photography, elderly man, safety vest, backpack, historic building, candid, urban scene, stone doorway, ornate door"
39434692,https://www.pexels.com/photo/39434692/,Close-up portrait of a man in sunglasses and a white cap,"man, portrait, close up, baseball cap, sunglasses, bokeh, beard, street photography, candid, blurred background, summer, sunny day, urban, lifestyle, young man, casual style, outdoor portrait, headshot, clear sky"
39455692,https://www.pexels.com/photo/39455692/,Low-angle view of the baroque facade of Santiago de Compostela Cathedral,"santiago de compostela cathedral, galicia, spain, camino de santiago, baroque architecture, obradoiro facade, bell towers, spires, pilgrimage route, religious landmark, unesco world heritage site, stone facade, low angle view, blue sky, historic building, plaza del obradoiro, pilgrim destination, sunny day, european travel, church towers"
39455693,https://www.pexels.com/photo/39455693/,Hazy sunlight glows behind a star-crowned statue in Santiago de Compostela,"statue, star, sunburst, santiago de compostela, galicia, spain, camino de santiago, heritage landmark, historic architecture, low angle, backlit, sun flare, hazy light, stone carving, rooftop, old town, religious statue, pilgrimage, blue sky, ornate sculpture"
39455694,https://www.pexels.com/photo/39455694/,Star-topped statue rises above rooftops in Santiago de Compostela,"statue, star, santiago de compostela, galicia, spain, camino de santiago, heritage landmark, historic architecture, low angle, clear sky, stone carving, rooftops, old town, religious statue, pilgrimage, sunlight, ornate sculpture, spires, pinnacle, medieval quarter"
39517001,https://www.pexels.com/photo/39517001/,"Historic building facade with cordyline plant and CCTV cameras, Spain","cordyline, security camera, cctv, building facade, red window frames, parking sign, traffic light, spain, galicia, street scene, urban architecture, surveillance, stone building, european street, ornamental plant, town center, road sign, sunny day, historic architecture, urban detail"
39517013,https://www.pexels.com/photo/39517013/,Candid moment in a sunny Spanish garden with pink flowers and fountain,"street photography, candid, garden, park, pink flowers, fountain, people, boy, water bottle, spain, galicia, summer, sunny day, stone bench, travel, everyday life, urban park, tourists, flowering shrub, shade tree"
39532049,https://www.pexels.com/photo/39532049/,"Row of terraced houses with red tiled roofs and bougainvillea, Spain","terraced houses, red tile roofs, gable dormers, bougainvillea, residential architecture, repetition, spain, galicia, street trees, stone facade, summer, sunny day, european suburb, architectural pattern, symmetry, garden hedge, quiet street, townscape, suburban housing, urban rhythm"
39532050,https://www.pexels.com/photo/39532050/,Delicate pink and white cosmos flower glowing in garden sunlight,"cosmos flower, cosmos bipinnatus, macro photography, pink flower, bokeh, garden, floral, close-up, delicate petals, yellow stamen, summer bloom, soft focus, nature, flower bud, shallow depth of field, botanical, sunlight, pastel colors, wildflower, flowering plant"
39550972,https://www.pexels.com/photo/39550972/,Cormorants perched on a rocky outcrop above the sea near Ribadeo,"cormorants, seabirds, ribadeo, lugo, galicia, spain, coastal wildlife, rock formation, ocean, telephoto, wildlife photography, turquoise water, atlantic coast, rock ledge, bird colony, nature, seascape, marine birds, sunny day, coastal cliffs"
39550973,https://www.pexels.com/photo/39550973/,Cormorants gather on a guano-streaked cliff as waves crash below,"cormorants, seabirds, guano, sea cliff, ribadeo, lugo, galicia, spain, crashing waves, ocean spray, atlantic coast, coastal wildlife, flysch rock, wildlife photography, seascape, rock formation, bird colony, nature, wave splash, turquoise water"
39550974,https://www.pexels.com/photo/39550974/,Layered flysch cliffs meet turquoise water on the Ribadeo coast,"ribadeo, lugo, galicia, spain, flysch rock formation, sea cliffs, turquoise water, atlantic coast, coastal landscape, ocean waves, rock layers, cliff erosion, seascape, nature, rugged coastline, geology, wave splash, summer, sunny day, dramatic scenery"
39564913,https://www.pexels.com/photo/39564913/,Narrow sea gorge cuts through towering rock formations at Ribadeo,"as catedrais, cathedrals beach, ribadeo, lugo, galicia, spain, sea gorge, flysch rock, rock formation, atlantic coast, turquoise water, coastal landscape, natural arch, cliff, seascape, geology, nature, summer, sunny day, dramatic coastline"
39564914,https://www.pexels.com/photo/39564914/,Sea gorge framed by weathered cliffs on the horizon near Ribadeo,"as catedrais, cathedrals beach, ribadeo, lugo, galicia, spain, sea gorge, flysch rock, horizon, atlantic coast, turquoise water, coastal landscape, weathered cliffs, seascape, geology, nature, skyline, summer, clear sky, dramatic coastline"
39564915,https://www.pexels.com/photo/39564915/,"Small boat with passengers crosses calm water near Ribadeo, monochrome","monochrome, black and white, boat, passengers, ribadeo, lugo, galicia, spain, sea, calm water, watercraft, rigid inflatable boat, coastal excursion, atlantic ocean, wake, minimalist, seascape, maritime, tourists, summer"
39564916,https://www.pexels.com/photo/39564916/,"Blue mist rolling over a eucalyptus-covered hillside in Lugo, Galicia","eucalyptus forest, lugo, galicia, spain, misty hills, fog, blue haze, nature, woodland, moody landscape, atmospheric, pine trees, hillside, overcast, tranquil, rural galicia, mountain forest, mist, muted colors, silhouette"
39564917,https://www.pexels.com/photo/39564917/,"Fishing and diving boat glides across the sea near Ribadeo, black and white","monochrome, black and white, fishing boat, dive boat, ribadeo, lugo, galicia, spain, sea, watercraft, boat wake, atlantic ocean, coastal excursion, maritime, minimalist, seascape, open water, calm sea, summer, tourists"
39564918,https://www.pexels.com/photo/39564918/,Panoramic view of As Catedrais rock arches on the Ribadeo coast,"as catedrais, cathedrals beach, ribadeo, lugo, galicia, spain, panorama, rock arch, flysch formation, atlantic coast, turquoise water, aerial view, coastal landscape, natural monument, seascape, geology, cliffs, summer, tourist attraction, erosion"
39575545,https://www.pexels.com/photo/39575545/,Abstract minimalist night shot with a single glowing orange light,"abstract, minimalist, darkness, night, orange light, glow, bokeh, blur, mystery, low light, black background, point of light, night photography, moody, atmospheric, negative space, conceptual, ambient light, galicia, spain"
39575546,https://www.pexels.com/photo/39575546/,Wind turbines rise above a hillside path under clear blue sky,"wind turbine, wind farm, renewable energy, parque eolico, galicia, spain, clean energy, clear sky, hillside, dirt path, sustainability, rural landscape, summer, sunny day, countryside, wind power, energy infrastructure, pine trees, blue sky, propeller blades"
39575547,https://www.pexels.com/photo/39575547/,Gravel path leads toward wind turbines on a Galician hillside,"wind turbine, wind farm, renewable energy, galicia, spain, gravel path, hillside, clear sky, countryside, rural landscape, pine trees, summer, sunny day, clean energy, wind power, walking trail, green hills, sustainability, blue sky, horizon"
39575548,https://www.pexels.com/photo/39575548/,Wild rocky outcrop with a lone pine tree on a Galician hilltop,"rocky outcrop, pine tree, galicia, spain, heathland, wild grass, gorse, hillside, countryside, rural landscape, clear sky, summer, sunny day, nature, wilderness, granite rock, scrubland, blue sky, rugged terrain, wild flora"
39595392,https://www.pexels.com/photo/39595392/,Starry night sky over Galicia with the Andromeda Galaxy visible,"night sky, milky way, andromeda galaxy, m31, stars, astrophotography, galicia, spain, tree silhouette, light pollution, skyglow, starfield, deep sky, long exposure, dark sky, night landscape, cosmos, stargazing, rural night, summer night"
39632228,https://www.pexels.com/photo/39632228/,Pine tree silhouette against a misty moonlit night sky,"pine tree, silhouette, night sky, moonlight, moonrise, fog, mist, foggy hillside, dark landscape, nature, moody atmosphere, nightscape, tranquil, minimalist, rural, backlit, glow, outdoors, countryside, evergreen tree"
39632229,https://www.pexels.com/photo/39632229/,Bright light bursting through pine branches on a foggy night,"pine tree, silhouette, light burst, night sky, moonlight, fog, mist, sunstar, rays of light, nature, moody atmosphere, nightscape, tranquil, dramatic light, backlit, glow, outdoors, countryside, evergreen tree, long exposure"
39632230,https://www.pexels.com/photo/39632230/,Abstract red neon light trails forming a glowing cross shape,"abstract, light painting, light trails, neon, red, long exposure, experimental photography, minimalism, cross shape, dark background, glow, vibrant colors, night photography, motion blur, futuristic, energy, creative art, geometric, luminous, deep black"
39650070,https://www.pexels.com/photo/39650070/,"Milky Way and stars over the night sky near Lugo, Spain","milky way, night sky, stars, galaxy, astrophotography, lugo, galicia, spain, constellations, starry sky, dark sky, long exposure, night landscape, cosmos, space, rural night, clear sky, celestial, stargazing, horizon glow"
39670619,https://www.pexels.com/photo/39670619/,"Modern library interior with glass shelving in Gijón, Spain","library, bookshelf, glass shelving, black and white, monochrome, modern architecture, interior design, gijon, asturias, spain, education, books, minimalist, symmetry, white floor, reading room, contemporary, empty interior, geometric, cultural center"
39670620,https://www.pexels.com/photo/39670620/,Gijón skyline with the Laboral tower under cloudy skies,"skyline, bell tower, laboral tower, gijon, asturias, spain, landmark, heritage architecture, black and white, monochrome, baroque tower, cloudy sky, historic building, clock tower, spire, cross, weathervane, overcast, dramatic sky, monument"
39670621,https://www.pexels.com/photo/39670621/,The Laboral tower seen past a tree and modern rooftops in Gijón,"laboral tower, bell tower, gijon, asturias, spain, landmark, heritage, baroque architecture, clock tower, spire, tree, modern rooftop, blue roof, overcast sky, historic monument, university laboral, cross, telephoto, urban landscape, contrast"
39670622,https://www.pexels.com/photo/39670622/,"Laboral Ciudad de la Cultura complex in black and white, Gijón","laboral ciudad de la cultura, bell tower, dome, gijon, asturias, spain, landmark, heritage architecture, black and white, monochrome, historic building, baroque tower, monastery style, clock tower, spire, cross, cloudy sky, monument, university laboral, grand facade"
39670623,https://www.pexels.com/photo/39670623/,"Laboral tower and dome above trees in Gijón, Asturias","laboral tower, dome, bell tower, gijon, asturias, spain, landmark, heritage, baroque architecture, clock tower, spire, trees, historic building, cross, blue sky, monument, university laboral, campus, cultural center, grand facade"
39670624,https://www.pexels.com/photo/39670624/,Ornate red and white villa on a wooded hillside in Gijón,"villa, mansion, red and white facade, gijon, asturias, spain, architecture, telephoto, indiano villa, hillside, trees, turret, ornate building, historic house, residential, spire roof, belle epoque, countryside, forest, distant view"
39670625,https://www.pexels.com/photo/39670625/,"Grand atrium with Corinthian columns and a glass roof, black and white","atrium, colonnade, corinthian columns, glass roof, black and white, monochrome, architecture, courtyard, arches, historic building, symmetry, classical architecture, interior, grand hall, stone columns, skylight, geometric pattern, monumental, heritage building, perspective"
39670626,https://www.pexels.com/photo/39670626/,Towering stone columns viewed from below in dramatic black and white,"stone columns, colonnade, low angle, black and white, monochrome, architecture, balcony, railing, courtyard, classical architecture, dramatic shadows, historic building, arcade, monumental, perspective, texture, heritage building, grand facade, stone texture, vertical composition"
39670627,https://www.pexels.com/photo/39670627/,Laboral Ciudad de la Cultura campus seen from the sports field,"laboral ciudad de la cultura, campus, bell tower, dome, gijon, asturias, spain, landmark, heritage architecture, sports field, cloudy sky, historic building, university laboral, wide view, grand facade, overcast, green field, cultural center, panoramic, monument"
39670628,https://www.pexels.com/photo/39670628/,"Laboral Ciudad de la Cultura facade in black and white, Gijón","laboral ciudad de la cultura, facade, bell tower, dome, gijon, asturias, spain, landmark, heritage architecture, black and white, monochrome, historic building, parking, dramatic sky, university laboral, grand building, cultural center, monument, stormy clouds, wide angle"
DSCF8630Final_DxO.jpg,,Smiling parents and baby resting on a mossy log outdoors,"family portrait, parents, baby, smiling, outdoors, mother, father, happy family, candid, log, nature, spring, joyful, togetherness, love, lifestyle, green background, bonding, infant, casual portrait, sunlight"
IMG_1190.jpeg,,Amber drink with ice in a glass carafe on a wooden surface,"carafe, ice cube, amber liquid, close-up, still life, wooden table, glass, drink, beverage, refreshment, warm tones, indoor, macro, cozy atmosphere, blurred background, tabletop, natural light, condensation, glassware, kitchen"
